merchant_key,merchant_id,merchant_name,mcc,merchant_category,business_type,city,state,onboarding_date,settlement_account,merchant_status,declared_avg_ticket_size
1719,MCH4531,Bail-Ramachandran,4814.0,Telecom,Private Limited,Jaipur,Rajasthan,2025-05-11,XXXX9300,Active,597.69
1720,MCH4534,Bumb-Ganguly,5699.0,Apparel & Fashion,Partnership,Chennai,Tamil Nadu,2025-11-12,YNBM1819285405206,Active,1225.88
1721,MCH4536,Gulati And Sons,5311.0,Retail,Individual,Delhi,Delhi,2024-12-06,,Active,951.8
1722,MCH4538,Lad Ltd,5699.0,Apparel & Fashion,Private Limited,Delhi,Delhi,2023-12-30,,Active,449.9
1723,MCH4540,Nadig Llc,5699.0,Apparel & Fashion,Partnership,Mumbai,Maharashtra,2024-02-03,,Active,7331.0
1724,MCH4544,"Som, Deshmukh And Narang",5411.0,Grocery,Partnership,Bengaluru,Karnataka,2023-04-28,,Active,4619.33
1725,MCH4547,Rout Inc,5812.0,Restaurants & Food,Private Limited,Bengaluru,Karnataka,2026-01-28,4666460002,Active,307.37
1726,MCH4548,"Butala, Som And Modi",4131.0,Transportation,Private Limited,Bengaluru,Karnataka,,6510148022,Suspended,568.11
1727,MCH4551,Sura Group,5699.0,Apparel & Fashion,Sole Proprietor,Jalandhar,Punjab,2023-01-06,XXXX0235,Active,3287.63
1728,MCH4552,"Palla, Mutti And Jayaraman",4131.0,Transportation,Sole Proprietor,Jaipur,Rajasthan,2025-07-21,ZNQK3499547364876,Active,912.53
1729,MCH4553,Zachariah-Dara,5812.0,Restaurants & Food,Private Limited,Jalandhar,Punjab,2024-07-03,,Active,343.99
1730,MCH4556,Bhakta Inc,5942.0,Books & Stationery,Private Limited,Mumbai,Maharashtra,2026-02-03,,Active,881.89
1731,MCH4560,Shankar Ltd,4814.0,Telecom,Individual,Bengaluru,Karnataka,2025-06-12,,Active,1403.88
1732,MCH4567,Bhatti Inc,7011.0,Hotel & Lodging,Partnership,Hyderabad,Telangana,2023-03-29,XXXX2555,Active,1514.65
1733,MCH4573,"Borde, Patil And Taneja",4814.0,Telecom,Individual,Chennai,Tamil Nadu,2023-10-27,KZVD4103515080767,Active,642.81
1734,MCH4574,Cherian And Sons,5311.0,Department Store,Individual,Lucknow,Uttar Pradesh,2024-08-31,XXXX0148,Active,789.16
1735,MCH4577,"Atwal, Sura And Bhatti",5812.0,Restaurants & Food,Partnership,Hyderabad,Telangana,2026-01-03,PWDW0230553443063,Active,316.9
1736,MCH4578,Khare-Warrior,5912.0,Pharmacy,Private Limited,Amritsar,Punjab,2023-01-11,4489355946,Active,504.9
1737,MCH4581,"Tailor, Ganesh And Menon",5812.0,Restaurants & Food,Partnership,Mumbai,Maharashtra,2025-02-11,,Inactive,1137.0
1738,MCH4582,Pai-Shenoy,5411.0,Telecom,Individual,Pune,Maharashtra,2025-03-18,XXXX2537,Active,1857.0
1739,MCH4583,Krish-Dar,5812.0,Restaurants & Food,Sole Proprietor,Mumbai,Maharashtra,2025-11-23,5472564311,Active,4726.0
1740,MCH4587,Karnik And Sons,5311.0,Retail,Partnership,Jaipur,Rajasthan,2025-07-02,,Active,2493.1
1741,MCH4588,"Gole, Raval And Hans",,Restaurants & Food,Sole Proprietor,Bengaluru,Karnataka,2025-03-14,2064667231,Active,1061.34
1742,MCH4589,"Sathe, Bumb And Shankar",5699.0,Apparel & Fashion,Sole Proprietor,Amritsar,Punjab,2024-10-27,XXXX1983,Active,76.99
1743,MCH4593,Dube-Ravel,7011.0,Hotel & Lodging,Partnership,Hyderabad,Telangana,2025-08-30,,Active,1285.0
1744,MCH4599,Majumdar-Choudhary,,Grocery,Private Limited,Mumbai,Maharashtra,2023-03-05,5607530943,Inactive,1341.81
1745,MCH4600,Devi Group,5311.0,Department Store,Individual,Delhi,Delhi,2024-02-17,2508192627,Inactive,1126.47
1746,MCH4604,"Som, Kalla And Dada",5699.0,Apparel & Fashion,Sole Proprietor,Chennai,Tamil Nadu,2024-07-02,,Active,1478.97
1747,MCH4605,Barad Plc,5942.0,Books & Stationery,Sole Proprietor,Pune,Maharashtra,2025-06-02,XXXX1001,Active,5165.18
1748,MCH4606,Vyas-Mukhopadhyay,7011.0,Hotel & Lodging,Private Limited,Hyderabad,Telangana,2025-09-29,XXXX6697,Active,745.57
1749,MCH4608,Chandran Group,5699.0,Apparel & Fashion,Sole Proprietor,Lucknow,Uttar Pradesh,2023-05-09,ZPZS9153819912287,Active,950.53
1750,MCH4610,"Barad,Chandaandrana",5942.0,Books & Stationery,Private Limited,Hyderabad,Telangana,2024-12-23,3247180851,Active,2989.03
1751,MCH4613,"Kapadia, Sankar And Nadig",5311.0,Retail,Individual,Lucknow,Uttar Pradesh,2023-09-02,ALEY9883118921328,Active,1451.15
1752,MCH4614,Badami Llc,5942.0,Books & Stationery,Partnership,Jaipur,Rajasthan,2025-04-02,3429375766,Active,4687.53
1753,MCH4621,Ravel-Chaudhuri,5942.0,Books & Stationery,Private Limited,Delhi,Delhi,2024-08-04,RGWL4221508668071,Active,
1754,MCH4622,Toor-Rajan,7011.0,Hotel & Lodging,Private Limited,Ludhiana,Punjab,2024-06-20,,Active,2524.16
1755,MCH4623,"Gokhale, Ranganathan And Shenoy",5999.0,Miscellaneous,Private Limited,Hyderabad,Telangana,2025-08-17,347099856,Active,171.0
1756,MCH4624,"Krishnamurthy, Mandal And Luthra",5999.0,Miscellaneous,Individual,Chennai,Tamil Nadu,2025-06-08,5143404041,Active,784.01
1757,MCH4626,"Lalla, Handa And Ahuja",5999.0,Miscellaneous,Private Limited,Bengaluru,Karnataka,2023-07-31,,Active,1497.15
1758,MCH4627,Barman-Kashyap,5699.0,Apparel & Fashion,Partnership,Pune,Maharashtra,2026-01-10,,Active,1852.01
1759,MCH4630,Jhaveri Plc,5999.0,Miscellaneous,Sole Proprietor,Ludhiana,Punjab,2025-07-11,2284002392,Active,1285.49
1760,MCH4636,Sura And Sons,5699.0,Apparel & Fashion,Partnership,Mumbai,Maharashtra,2023-12-17,8723730767,Active,
1761,MCH4637,Mitter-Pandya,5411.0,Grocery,Individual,Chennai,Tamil Nadu,2023-05-09,XXXX4099,Active,2198.28
1762,MCH4639,Chaudhry-Bath,5912.0,Medical,Partnership,Jalandhar,Punjab,2023-05-11,XXXX7667,Active,295.45
1763,MCH4640,Choudhary-Joshi,5699.0,Apparel & Fashion,Partnership,Jaipur,Rajasthan,,GOPL6469934819715,Active,857.62
1764,MCH4641,Karnikllc,5311.0,Retail,Sole Proprietor,Ludhiana,Punjab,2025-02-02,,Active,
1765,MCH4642,Jaggi Ltd,5411.0,Grocery,Partnership,Delhi,Delhi,2024-04-16,XXXX5243,Suspended,1180.53
1766,MCH4643,Barad And Sons,5942.0,Books & Stationery,Individual,Ludhiana,Punjab,2025-05-18,5063903908,Suspended,3490.79
1767,MCH4648,Tara-Pandya,5699.0,Apparel & Fashion,Partnership,Chennai,Tamil Nadu,2026-01-02,TEXQ3961216144905,Active,852.19
1768,MCH4649,"Mand,Dattaandsanghvi",7011.0,Hotel & Lodging,Partnership,Ludhiana,Punjab,2024-10-16,,Active,666.8
1769,MCH4651,Bhat-Kamdar,5999.0,Miscellaneous,Sole Proprietor,Hyderabad,Telangana,2024-06-05,9030856078,Active,718.3
1770,MCH4652,Mistry Inc,5812.0,Restaurants & Food,Private Limited,Ludhiana,Punjab,2024-07-25,761661593,Active,3458.11
1771,MCH4656,"Verma,Sanghaandvora",5942.0,Books & Stationery,Private Limited,Delhi,Delhi,2024-02-07,,Active,431.25
1772,MCH4658,Kapadia Inc,5311.0,Retail,Individual,Hyderabad,Telangana,2023-05-21,OORB1075233391671,Active,2693.95
1773,MCH4667,Kapur-Gara,5812.0,Restaurants & Food,Private Limited,Delhi,Delhi,2025-10-30,9822186565,Active,1043.72
1774,MCH4669,Bail Plc,4131.0,Transportation,Sole Proprietor,Lucknow,Uttar Pradesh,2023-09-17,XXXX4093,Inactive,1960.77
1775,MCH4672,Sandhu Llc,5942.0,Books & Stationery,Partnership,Bengaluru,Karnataka,,,Active,456.49
1776,MCH4674,Sachar-Loke,5699.0,Apparel & Fashion,Private Limited,Jalandhar,Punjab,,,Active,1222.52
1777,MCH4675,"Minhas, Narayan And Bandi",,Books & Stationery,Sole Proprietor,Jalandhar,Punjab,2023-06-15,,Active,
1778,MCH4676,Shan Inc,5999.0,Miscellaneous,Sole Proprietor,Mumbai,Maharashtra,2026-01-20,DCZB8927650142403,Active,2805.31
1779,MCH4677,"Sethi, Bora And Karpe",5942.0,Books & Stationery,Individual,Pune,Maharashtra,,,Inactive,5089.5
1780,MCH4678,"Yogi, Goel And Chaudry",5912.0,Pharmacy,Sole Proprietor,Amritsar,Punjab,2025-10-11,8030844375,Active,1363.28
1781,MCH4681,"Sengupta,Venkataramanandkonda",5411.0,Grocery,Individual,Pune,Maharashtra,2026-01-10,,Active,526.79
1782,MCH4682,Dora-Chander,4814.0,Telecom,Individual,Mumbai,Maharashtra,2023-03-08,,Active,1036.09
1783,MCH4685,Mukhopadhyay-Cheema,,Books & Stationery,Private Limited,Chennai,Tamil Nadu,2023-07-22,3857368814,Suspended,
1784,MCH4687,Goel Llc,5942.0,Books & Stationery,Individual,Lucknow,Uttar Pradesh,2023-01-30,BTTJ6615272024781,Active,820.0
1785,MCH4688,Venkatesh Group,5942.0,Books & Stationery,Sole Proprietor,Delhi,Delhi,2024-08-24,TBOZ2931559768114,Suspended,2933.52
1786,MCH4690,"Dutt, Mukhopadhyay And Dara",5999.0,Miscellaneous,Sole Proprietor,Amritsar,Punjab,2023-04-24,HYJC1967089654932,On Hold,
1787,MCH4691,"Deshmukh, Pant And Garg",7011.0,Hotel & Lodging,Sole Proprietor,Bengaluru,Karnataka,2025-05-10,,Active,2116.48
1788,MCH4692,"Bhargava, Rajagopal And Karan",7011.0,Hotel & Lodging,Private Limited,Delhi,Delhi,2024-08-06,6021368633,Active,
1789,MCH4693,Dhingra-Bava,7011.0,Hotel & Lodging,Private Limited,Mumbai,Maharashtra,2024-12-28,,Active,3445.16
1790,MCH4695,Patel-Halder,5812.0,Restaurants & Food,Sole Proprietor,Pune,Maharashtra,2026-02-11,,Active,652.55
1791,MCH4699,Setty Inc,7011.0,Hotel & Lodging,Private Limited,Pune,Maharashtra,2025-06-04,XXXX2833,Active,632.27
1792,MCH4700,"Rajan, Garg And Ray",,Apparel & Fashion,Individual,Chennai,Tamil Nadu,,ZNYW6274259007166,Active,805.94
1793,MCH4701,Bhagat And Sons,4131.0,Transportation,Individual,Hyderabad,Telangana,2025-03-17,FBYF6895567808971,Active,493.82
1794,MCH4702,Nath Group,5311.0,Retail,Sole Proprietor,Lucknow,Uttar Pradesh,2024-08-15,,Active,584.0
1795,MCH4706,"Varughese, Mani And Ch0Udhary",5311.0,Department Store,Individual,Bengaluru,Karnataka,2025-11-11,3980025472,Active,
1796,MCH4708,Loke-Ganesan,5999.0,Miscellaneous,Sole Proprietor,Jalandhar,Punjab,2024-02-22,,Active,1266.56
1797,MCH4709,Ramakrishnan-Palla,4814.0,Telecom,Individual,Bengaluru,Karnataka,2026-02-15,AMXA0608566091033,Active,1190.3
1798,MCH4712,"Zacharia, Shere And Dhar",5912.0,Medical,Private Limited,Jalandhar,Punjab,2023-04-27,XXXX2361,Active,2235.26
1799,MCH4713,Sura-Boase,4131.0,Apparel & Fashion,Sole Proprietor,Amritsar,Punjab,2023-04-12,,Active,1694.6
1800,MCH4716,Goda-Agate,5411.0,Grocery,Sole Proprietor,Delhi,Delhi,2026-07-01,5226052062,Active,1438.61
1801,MCH4717,Bir Ltd,4131.0,Transportation,Private Limited,Chennai,Tamil Nadu,2025-11-14,JKIU5676140711543,Active,7107.16
1802,MCH4720,Sha Ltd,5411.0,Grocery,Partnership,Chennai,Tamil Nadu,2024-05-04,136765801,Active,874.68
1803,MCH4723,Kanda Ltd,5999.0,Miscellaneous,Individual,Chennai,Tamil Nadu,2024-08-27,XXXX1287,Active,649.83
1804,MCH4725,Joshi Plc,5311.0,Department Store,Private Limited,Amritsar,Punjab,2023-05-23,UNBB3297911061225,Active,639.24
1805,MCH4727,Dua-Mishra,5311.0,Department Store,Sole Proprietor,Pune,Maharashtra,2024-05-18,9730998246,Active,1242.0
1806,MCH4729,"Karpe, Dhaliwal And Subramanian",7011.0,Hotel & Lodging,Partnership,Amritsar,Punjab,2024-01-14,XMOP1907956771131,Active,2525.97
1807,MCH4732,"Ramanathan, Kanda And Karnik",5812.0,Restaurants & Food,Private Limited,Lucknow,Uttar Pradesh,2025-08-13,,Active,3954.51
1808,MCH4733,Sankar Inc,5411.0,Grocery,Sole Proprietor,Jaipur,Rajasthan,2023-01-25,XXXX7201,Active,1176.53
1809,MCH4736,Suresh-Gola,5942.0,Books & Stationery,Partnership,Mumbai,Maharashtra,2023-08-24,OCLG6376733151298,Active,885.16
1810,MCH4737,"Aurora, Mallick And Dugar",5942.0,Books & Stationery,Individual,Jalandhar,Punjab,2024-08-27,XXXX5003,Inactive,489.0
1811,MCH4738,Jha Plc,,Miscellaneous,Sole Proprietor,Bengaluru,Karnataka,2024-05-24,,Inactive,1636.42
1812,MCH4739,Karpe-Doshi,5411.0,Grocery,Individual,Lucknow,Uttar Pradesh,2023-10-20,DQQT0527144866471,Active,
1813,MCH4741,Kara And Sons,,Miscellaneous,Partnership,Jaipur,Rajasthan,2023-02-13,XXXX2970,Active,2009.21
1814,MCH4743,Ahluwalia-Bansal,5812.0,Pharmacy,Private Limited,Ludhiana,Punjab,2023-08-23,KIYE1462195754397,Inactive,486.29
1815,MCH4744,Tiwari-Bedi,5942.0,Books & Stationery,Sole Proprietor,Pune,Maharashtra,2024-07-13,85843923,Inactive,1636.0
1816,MCH4745,Divan-Rao,5311.0,Department Store,Sole Proprietor,Jalandhar,Punjab,2023-05-12,9446528330,Active,778.92
1817,MCH4746,"Srivastava, Bhattacharyya And Morar",5999.0,Miscellaneous,Sole Proprietor,Chennai,Tamil Nadu,2025-07-29,,Inactive,402.85
1818,MCH4747,Issac Plc,4131.0,Travel,Private Limited,Mumbai,Maharashtra,2023-07-07,3874952784,Inactive,
1819,MCH4749,Sane-Kota,7011.0,Hotel & Lodging,Partnership,Ludhiana,Punjab,2025-08-28,XXXX8682,Active,2066.82
1820,MCH4752,"Chaudhuri, Sampath And Wali",5311.0,Department Store,Individual,Bengaluru,Karnataka,2024-01-10,13923003,Active,399.3
1821,MCH4754,"Chhabra, Setty And Srinivasan",5699.0,Apparel & Fashion,Private Limited,Hyderabad,Telangana,2023-12-04,LSCG0121828291549,Inactive,2016.37
1822,MCH4760,"Kalla, Mammen And Purohit",4814.0,Telecom,Individual,Delhi,Delhi,2024-10-27,,Active,964.0
1823,MCH4761,Khalsa Plc,5912.0,Pharmacy,Individual,Jaipur,Rajasthan,2025-01-17,DXWD4550992976599,Inactive,4970.84
1824,MCH4765,Madan-Pandey,5699.0,Apparel & Fashion,Sole Proprietor,Hyderabad,Telangana,2025-03-12,XXXX6725,Active,1004.95
1825,MCH4767,Prasad Inc,,Telecom,Private Limited,Pune,Maharashtra,2023-06-20,,Inactive,789.87
1826,MCH4769,"Venkataraman, Dey And Patil",7011.0,Hotel & Lodging,Partnership,Ludhiana,Punjab,2023-11-01,,Active,145.49
1827,MCH4770,Mahal-Sood,5411.0,Grocery,Sole Proprietor,Jaipur,Rajasthan,2024-12-17,5162215595,Inactive,489.82
1828,MCH4774,Wadhwa Plc,5311.0,Department Store,Partnership,Jalandhar,Punjab,2026-01-09,4049174087,Active,374.94
1829,MCH4775,"Divan, Buch And Kunda",4814.0,Telecom,Sole Proprietor,Lucknow,Uttar Pradesh,2025-07-07,1956916316,Inactive,562.44
1830,MCH4776,Bobal-Dutta,5411.0,Grocery,Individual,Hyderabad,Telangana,2026-02-26,1427903652,Active,831.82
1831,MCH4777,Babu-Choudhry,4814.0,Telecom,Individual,Delhi,Delhi,2026-01-10,,Active,373.4
1832,MCH4778,Wali Llc,4131.0,Transportation,Private Limited,Lucknow,Uttar Pradesh,2025-01-02,DJNF3001962539740,Active,1242.33
1833,MCH4781,"Mohan, Sharaf And Narula",,Retail,Sole Proprietor,Delhi,Delhi,2024-01-08,3603337866,Active,482.6
1834,MCH4782,Salvi-Comar,7011.0,Hotel & Lodging,Sole Proprietor,Jalandhar,Punjab,2025-07-13,XXXX1728,Active,876.5
1835,MCH4786,Edwin Plc,5699.0,Apparel & Fashion,Individual,Ludhiana,Punjab,2024-12-15,4903394968,Active,3435.22
1836,MCH4788,Chauhan-Kh0S1A,5699.0,Apparel & Fashion,Individual,Bengaluru,Karnataka,,651098523,Active,109.29
1837,MCH4790,Date Plc,,Hotel & Lodging,Individual,Amritsar,Punjab,2025-12-11,XXXX3526,Suspended,199.0
1838,MCH4792,Agrawal-Prabhu,5812.0,Restaurants & Food,Sole Proprietor,Chennai,Tamil Nadu,2025-11-02,,Inactive,1844.0
1839,MCH4794,Borra-Dutt,7011.0,Hotel & Lodging,Private Limited,Jaipur,Rajasthan,2024-09-19,XRGH9133437458010,Active,1006.04
1840,MCH4801,Bhargava-Basak,5311.0,Retail,Sole Proprietor,Lucknow,Uttar Pradesh,2025-11-18,XXXX3111,Active,2920.36
1841,MCH4802,"Mistry, Roy And Salvi",5411.0,Department Store,Sole Proprietor,Chennai,Tamil Nadu,2024-08-23,2812418940,Inactive,468.0
1842,MCH4804,Swamy Plc,,Apparel & Fashion,Partnership,Lucknow,Uttar Pradesh,2025-01-12,,Suspended,207.24
1843,MCH4805,Joshi Plc,5999.0,Miscellaneous,Sole Proprietor,Hyderabad,Telangana,2023-08-26,,Active,4206.25
1844,MCH4807,"Dutt, Pandey And Tella",5912.0,Pharmacy,Individual,Chennai,Tamil Nadu,2024-05-14,RXUW0906720577178,Active,1458.0
1845,MCH4808,Padmanabhan-Pathak,5699.0,Apparel & Fashion,Sole Proprietor,Lucknow,Uttar Pradesh,2024-05-07,HSVX5052815662312,Inactive,
1846,MCH4809,Viswanathan Plc,7011.0,Hotel & Lodging,Individual,Kolkata,West Bengal,2023-07-12,,Active,1713.6
1847,MCH4811,Chaudhry-Majumdar,5912.0,Pharmacy,Private Limited,Delhi,Delhi,2024-06-26,XXXX5566,Active,615.9
1848,MCH4812,Rai-Aurora,7011.0,Hotel & Lodging,Private Limited,Jaipur,Rajasthan,2025-07-09,IKZY9727785883400,Active,1732.91
1849,MCH4815,"Karan, Bhattacharyya And Saran",5912.0,Pharmacy,Private Limited,Kolkata,West Bengal,2025-04-10,4505912973,Active,1152.86
1850,MCH4818,Deol Inc,5999.0,Miscellaneous,Individual,Delhi,Delhi,2024-04-29,RIGL0488107049334,Active,316.0
1851,MCH4821,"Kade, Dhawan And Kadakia",5411.0,Grocery,Private Limited,Mumbai,Maharashtra,2024-03-14,,Active,2277.0
1852,MCH4822,Sama-Keer,4131.0,Transportation,Private Limited,Hyderabad,Telangana,2025-07-08,,Active,736.6
1853,MCH4827,"Deol, Rastogi And Khatri",4814.0,Telecom,Sole Proprietor,Lucknow,Uttar Pradesh,2024-05-10,,Active,810.0
1854,MCH4831,"Raja, Rout And Singh",5411.0,Grocery,Individual,Kolkata,West Bengal,2023-09-01,XXXX4829,Active,1885.15
1855,MCH4835,Hari Inc,5912.0,Medical,Individual,Hyderabad,Telangana,2024-06-10,XXXX3222,Active,348.86
1856,MCH4836,"Sidhu, Krish And Wadhwa",5812.0,Restaurants & Food,Individual,Pune,Maharashtra,2025-11-15,OUBF1585452700403,Active,431.0
1857,MCH4838,Srinivasan Ltd,5699.0,Apparel & Fashion,Partnership,Ludhiana,Punjab,2023-11-05,PWKI0930308328537,Active,193.54
1858,MCH4839,Sura-Mall,5411.0,Transportation,Private Limited,Ludhiana,Punjab,2025-12-08,,Active,682.13
1859,MCH4841,"Soman, Chhabra And Rau",5812.0,Restaurants & Food,Individual,Hyderabad,Telangana,2025-04-06,7481277314,Active,611.25
1860,MCH4842,Pa11A Llc,5942.0,Books & Stationery,Individual,Kolkata,West Bengal,2024-12-19,XXXX0707,Active,3127.0
1861,MCH4843,Dugar-Master,5912.0,Medical,Sole Proprietor,Hyderabad,Telangana,2024-05-18,4521971795,Active,1023.41
1862,MCH4844,Trivedi-De01,7011.0,Hotel & Lodging,Individual,Bengaluru,Karnataka,2024-06-23,,Active,798.53
1863,MCH4846,Arora-Raghavan,5999.0,Miscellaneous,Private Limited,Jaipur,Rajasthan,2025-09-12,XXXX5049,Active,
1864,MCH4847,Dhillon-Pillay,7011.0,Hotel & Lodging,Private Limited,Lucknow,Uttar Pradesh,2023-12-10,5738051147,Active,2178.15
1865,MCH4848,"Borra, Balakrishnan And Chad",5699.0,Apparel & Fashion,Partnership,Delhi,Delhi,2024-06-18,5183213301,Active,3072.49
1866,MCH4856,Gera-Nanda,5311.0,Retail,Private Limited,Pune,Maharashtra,2024-08-02,2286237129,Active,711.0
1867,MCH4857,Sethi-Soni,4131.0,Transportation,Individual,Ludhiana,Punjab,2026-02-28,,Active,278.84
1868,MCH4858,Malhotra-Doctor,4814.0,Telecom,Individual,Ludhiana,Punjab,2024-11-20,4066282320,Active,7460.92
1869,MCH4859,Vasa-Raju,5812.0,Restaurants & Food,Sole Proprietor,Hyderabad,Telangana,2025-03-17,XXXX9523,Active,214.0
1870,MCH4863,Gill Plc,5812.0,Restaurants & Food,Individual,Hyderabad,Telangana,2024-07-01,5619003847,Active,552.87
1871,MCH4864,Date Ltd,5411.0,Grocery,Private Limited,Bengaluru,Karnataka,2023-12-06,XXXX6587,Active,4042.64
1872,MCH4867,"Nath, Taneja And Dey",5812.0,Restaurants & Food,Partnership,Bengaluru,Karnataka,2024-08-05,7096325090,Active,726.56
1873,MCH4870,Rana Inc,4814.0,Telecom,Individual,Amritsar,Punjab,2024-07-12,,Suspended,1127.0
1874,MCH4871,Kunda Ltd,5812.0,Restaurants & Food,Partnership,Lucknow,Uttar Pradesh,2024-09-02,,Suspended,648.87
1875,MCH4874,"Chanda, Bahl And Kohli",5699.0,Apparel & Fashion,Sole Proprietor,Mumbai,Maharashtra,2024-12-02,,Active,709.03
1876,MCH4875,"Sangha, Sodhi And Banik",5999.0,Miscellaneous,Sole Proprietor,Kolkata,West Bengal,2023-03-12,,Inactive,303.18
1877,MCH4876,"Dugar, Prasad And Pal",5812.0,Restaurants & Food,Partnership,Chennai,Tamil Nadu,2023-09-09,XXXX5946,Active,1346.64
1878,MCH4881,"Wadhwa, Morar And Kara",5912.0,Pharmacy,Sole Proprietor,Jalandhar,Punjab,2023-08-26,XXXX1836,Active,367.72
1879,MCH4884,"Reddy, Wason And Magar",4131.0,Transportation,Private Limited,Kolkata,West Bengal,2023-05-16,,Inactive,2421.0
1880,MCH4886,Mangat-Gh0Se,5999.0,Miscellaneous,Sole Proprietor,Pune,Maharashtra,2023-03-11,8646245603,Active,551.0
1881,MCH4888,Saha-Jani,4814.0,Telecom,Sole Proprietor,Ludhiana,Punjab,2025-11-20,,Active,308.77
1882,MCH4889,Bhatti-Kapoor,5999.0,Miscellaneous,Individual,Jalandhar,Punjab,2025-01-26,,Active,2464.23
1883,MCH4893,Jani-Verma,4131.0,Transportation,Partnership,Jalandhar,Punjab,2023-08-11,,Active,1601.52
1884,MCH4897,Bahl Plc,4131.0,Transportation,Partnership,Amritsar,Punjab,2024-03-09,,Active,6953.87
1885,MCH4900,Karpe Plc,5411.0,Grocery,Sole Proprietor,Jalandhar,Punjab,2025-04-02,,Active,2695.78
1886,MCH4902,"Pingle, Choudhary And Raghavan",7011.0,Hotel & Lodging,Sole Proprietor,Bengaluru,Karnataka,2023-03-31,,Active,482.41
1887,MCH4903,Khatri Gr0Up,5311.0,Department Store,Individual,Delhi,Delhi,2024-07-07,,Active,
1888,MCH4904,"Vohra, Lanka And Bumb",4814.0,Telecom,Partnership,Chennai,Tamil Nadu,2023-09-25,XXXX8030,Active,1946.13
1889,MCH4906,Gaba Llc,5812.0,Restaurants & Food,Private Limited,Jaipur,Rajasthan,2024-01-31,,Active,1902.8
1890,MCH4909,"Sharaf, Lalla And Rattan",,Books & Stationery,Sole Proprietor,Kolkata,West Bengal,2025-02-16,5725440715,Active,650.04
1891,MCH4911,"Nigam, Mahajan And Misra",5411.0,Grocery,Individual,Bengaluru,Karnataka,2025-06-14,,Active,689.3
1892,MCH4912,Devi Group,7011.0,Grocery,Sole Proprietor,Kolkata,West Bengal,2025-07-07,DTHN1330740328006,Active,1738.86
1893,MCH4913,Baral-Bhattacharyya,4131.0,Transportation,Individual,Amritsar,Punjab,2023-05-19,MXBT0588021899874,Inactive,697.03
1894,MCH4914,Bora Inc,,Department Store,Sole Proprietor,Jaipur,Rajasthan,2024-12-05,,Active,4227.85
1895,MCH4916,Rama-Patel,5942.0,Books & Stationery,Individual,Delhi,Delhi,2025-06-24,XXXX0402,Active,
1896,MCH4917,"Bhat, Saha And Wable",4131.0,Travel,Private Limited,Jaipur,Rajasthan,2025-04-14,XXXX6979,Active,6159.51
1897,MCH4918,Ganesh Inc,,Hotel & Lodging,Individual,Lucknow,Uttar Pradesh,2023-12-09,XXXX3579,Active,651.04
1898,MCH4922,Cheema Group,5999.0,Miscellaneous,Partnership,Hyderabad,Telangana,2024-03-20,,Active,324.81
1899,MCH4926,Shankar Ltd,5812.0,Restaurants & Food,Individual,Hyderabad,Telangana,2024-12-28,6804229881,Active,
1900,MCH4927,Mohan Plc,5699.0,Apparel & Fashion,Individual,Jaipur,Rajasthan,2025-03-04,MQQO7446373111287,Active,1972.99
1901,MCH4928,"Narang, Bedi And Sachar",5699.0,Apparel & Fashion,Private Limited,Jalandhar,Punjab,2025-09-25,,Active,3146.1
1902,MCH4930,Dasgupta-Dua,4131.0,Restaurants & Food,Partnership,Jaipur,Rajasthan,2025-06-25,,Active,
1903,MCH4932,Khosla And Sons,5812.0,Restaurants & Food,Sole Proprietor,Jalandhar,Punjab,2024-09-08,QSCW5400259337785,Inactive,340.55
1904,MCH4934,Shroff Inc,5912.0,Pharmacy,Private Limited,Amritsar,Punjab,2025-12-08,OBRZ2207838983000,Active,1471.24
1905,MCH4936,"Bhalla, Gour And Khare",5411.0,Grocery,Individual,Jalandhar,Punjab,2025-10-14,586737361,Active,739.83
1906,MCH4937,Mand And Sons,5912.0,Pharmacy,Partnership,Kolkata,West Bengal,,FBXP3192759861569,Inactive,2054.97
1907,MCH4939,Bath-Kumer,4814.0,Telecom,Partnership,Delhi,Delhi,2023-06-10,XXXX8414,Active,1620.24
1908,MCH4943,Sawhney-Dugar,7011.0,Hotel & Lodging,Sole Proprietor,Chennai,Tamil Nadu,2023-07-16,,Inactive,470.52
1909,MCH4944,"Pillai, Kurian And Sunder",,Grocery,Sole Proprietor,Mumbai,Maharashtra,2023-04-08,XXXX3249,Active,907.45
1910,MCH4947,M0Han-Sah0Ta,4131.0,Transportation,Individual,Mumbai,Maharashtra,2025-04-22,QAWO0072726316755,Active,1906.18
1911,MCH4948,Dass-Dhaliwal,5812.0,Restaurants & Food,Partnership,Jalandhar,Punjab,2024-06-25,XXXX1800,Active,
1912,MCH4951,"Natt, Dyal And Gill",5411.0,Grocery,Private Limited,Pune,Maharashtra,2026-02-01,,Active,430.18
1913,MCH4952,"Anne,Choudhryandbhattacharyya",5812.0,Restaurants & Food,Individual,Delhi,Delhi,,XAPW5259361506192,Active,4302.0
1914,MCH4956,Kant-Setty,5411.0,Grocery,Sole Proprietor,Jaipur,Rajasthan,2025-01-22,DOXB7877644685999,Active,6450.59
1915,MCH4957,Natt Ltd,5699.0,Apparel & Fashion,Individual,Lucknow,Uttar Pradesh,,5191776924,Active,1324.11
1916,MCH4958,Dara Inc,4814.0,Telecom,Partnership,Pune,Maharashtra,2025-03-30,XXXX0462,Active,
