merchant_id,merchant_name,mcc,merchant_category,business_type,city,state,onboarding_date,settlement_account,merchant_status,declared_avg_ticket_size
MCH8043,Lalla Group,5311,Department Store,Private Limited,Ludhiana,Punjab,2024-07-31,,Active,1064.0
MCH9954,Mitra Llc,5912,Medical,Sole Proprietor,Lucknow,Uttar Pradesh,2023-06-30,,Active,412.84
MCH5061,Natarajan Inc,5699,Apparel & Fashion,Sole Proprietor,Ludhiana,Punjab,2025-10-10,3155448560,Active,1265.19
MCH4527,Bansalinc,5411,Grocery,Private Limited,Lucknow,Uttar Pradesh,2025-10-29,BWHM6431375051395,Active,3449.0
MCH5873,"Kade, Srivastava And Iyengar",5999,Miscellaneous,Partnership,Lucknow,Uttar Pradesh,2023-10-06,,Active,3185.85
MCH6772,"Sarin,Kaleandbava",5411,Grocery,Individual,Amritsar,Punjab,2024-03-12,4810020944,Inactive,893.58
MCH2180,Chaudry-Sidhu,5812,Apparel & Fashion,Private Limited,Pune,Maharashtra,,4033666419,Active,3354.42
MCH7350,Sule Llc,5699,Apparel & Fashion,Private Limited,Amritsar,Punjab,2024-01-31,XXXX7331,Active,
MCH4383,Vala Llc,5311,Department Store,Sole Proprietor,Lucknow,Uttar Pradesh,2025-06-15,,Active,219.66
MCH6498,Sankaran-Gupta,,Grocery,Partnership,Hyderabad,Telangana,2023-10-29,LBQV8100985155327,On Hold,992.12
MCH4717,Bir Ltd,4131,Transportation,Private Limited,Chennai,Tamil Nadu,2025-11-14,JKIU5676140711543,Active,7107.16
MCH6233,"Arora, Agarwal And Padmanabhan",5942,Books & Stationery,Sole Proprietor,Amritsar,Punjab,2024-05-03,,Active,1090.35
MCH6907,Dhillon-Sama,5812,Restaurants & Food,Private Limited,Jalandhar,Punjab,2024-12-21,,Active,4335.88
MCH8365,"Kashyap,Sharmaandbalasubramanian",4814,Telecom,Private Limited,Jalandhar,Punjab,2023-01-24,XXXX5913,Active,786.29
MCH8714,Guptagroup,5912,Pharmacy,Sole Proprietor,Pune,Maharashtra,2023-10-08,XXXX2445,Inactive,569.38
MCH6239,"Majumdar, Lanka And Sehgal",5942,Books & Stationery,Partnership,Amritsar,Punjab,2024-01-21,,Active,1181.24
MCH6053,Sehgal-Pathak,5699,Apparel & Fashion,Individual,Mumbai,Maharashtra,2023-02-18,,Active,379.97
MCH8263,"Gara, Kar And Raval",5699,Apparel & Fashion,Sole Proprietor,Chennai,Tamil Nadu,2025-07-21,XLDI5037601996445,Active,1443.08
MCH4194,Hegde-Chahal,,Medical,Sole Proprietor,Amritsar,Punjab,2025-11-15,,Inactive,
MCH7890,Contractor Plc,7011,Hotel & Lodging,Partnership,Chennai,Tamil Nadu,2024-07-21,KQNM1742343730851,Inactive,
MCH6480,Sundaram And S0Ns,5699,Apparel & Fashion,Partnership,Mumbai,Maharashtra,2023-11-13,XXXX8936,Active,680.72
MCH7973,"Dhar, Som And Mane",7011,Hotel & Lodging,Sole Proprietor,Kolkata,West Bengal,2023-01-17,GEUZ7160822941996,Active,1422.91
MCH7504,"Mandal, Tripathi And Bhatnagar",7011,Hotel & Lodging,Sole Proprietor,Amritsar,Punjab,2023-04-23,IUKB6414988497315,Active,8261.29
MCH9567,"Dar, Gera And Sane",5812,Restaurants & Food,Private Limited,Delhi,Delhi,2026-01-09,,Active,850.48
MCH6731,Thakurplc,5812,Restaurants & Food,Individual,Hyderabad,Telangana,2025-10-25,,Active,305.3
MCH1530,Parmer-Bath,5699,Apparel & Fashion,Individual,Lucknow,Uttar Pradesh,2024-04-29,JMXE9195425616055,Active,375.02
MCH9012,"Goel, Devan And Grover",5411,Grocery,Sole Proprietor,Amritsar,Punjab,2025-09-16,7133638417,Inactive,603.58
MCH5163,"Pandit, Lad And V0Ra",4814,Telecom,Individual,Kolkata,West Bengal,2023-05-31,XXXX7995,Active,1014.92
MCH5897,Mutti-Doshi,5912,Medical,Private Limited,Amritsar,Punjab,2026-01-06,,Active,1302.0
MCH3872,Krish Group,5699,Apparel & Fashion,Partnership,Amritsar,Punjab,2024-03-14,,Active,3660.6
MCH2941,Sengroup,5311,Department Store,Sole Proprietor,Mumbai,Maharashtra,2024-09-22,XXXX4390,Active,1783.76
MCH4395,Ramakrishnan-Rastogi,5999,Miscellaneous,Private Limited,Chennai,Tamil Nadu,2025-11-19,,Active,
MCH9843,"Banerjee, Singh And Anne",5942,Books & Stationery,Individual,Chennai,Tamil Nadu,2025-04-07,,Active,8077.21
MCH4528,Memon Llc,5912,Medical,Partnership,Hyderabad,Telangana,2023-01-05,VOFY4004091833640,Active,490.99
MCH4973,Vala-Raval,7011,Hotel & Lodging,Private Limited,Chennai,Tamil Nadu,2024-04-05,XXXX2841,Active,859.46
MCH1855,Kala-Shan,4131,Restaurants & Food,Private Limited,Kolkata,West Bengal,2023-11-13,,On Hold,1474.0
MCH9426,Puri-Soman,5699,Apparel & Fashion,Individual,Bengaluru,Karnataka,2023-10-28,EDMP4232010731701,Active,333.54
MCH6171,Naik And Sons,5812,Restaurants & Food,Individual,Amritsar,Punjab,2023-09-08,,Inactive,4084.17
MCH6244,Maharaj Ltd,7011,Hotel & Lodging,Individual,Jaipur,Rajasthan,2023-07-29,,Suspended,
MCH3720,"Bedi, Sanghvi And Balakrishnan",5411,Grocery,Individual,Delhi,Delhi,2024-04-14,ECCR6940813795514,Active,610.0
MCH6446,Contractor Llc,5311,Department Store,Individual,Jaipur,Rajasthan,2024-09-23,,Active,1356.41
MCH4989,Khanna And Sons,7011,Hotel & Lodging,Private Limited,Ludhiana,Punjab,2025-09-25,,Active,1981.95
MCH7149,Shanker-Kala,5942,Books & Stationery,Sole Proprietor,Amritsar,Punjab,2023-07-09,,Active,1819.0
MCH2567,"Magar, Hora And Khare",4131,Transportation,Sole Proprietor,Delhi,Delhi,2024-09-30,TLMQ4688047179537,Active,572.7
MCH6482,Mitra-Agate,5311,Department Store,Individual,Amritsar,Punjab,2024-06-04,,Inactive,1340.0
MCH1729,Vora Llc,,Restaurants & Food,Individual,Ludhiana,Punjab,2023-12-25,SJMV2211374932495,Active,
MCH1908,"Raghavan, Badami And Mani",5942,Books & Stationery,Partnership,Kolkata,West Bengal,2025-05-29,XXXX6948,Active,856.0
MCH9342,Dua-Lala,5999,Miscellaneous,Sole Proprietor,Bengaluru,Karnataka,2025-04-17,BUXU5026475055431,Suspended,1698.37
MCH9231,Kala-Dugar,4131,Transportation,Partnership,Pune,Maharashtra,,7817631283,Active,228.82
MCH7679,Sama And Sons,5912,Pharmacy,Partnership,Bengaluru,Karnataka,2026-02-25,2230627789,Active,3295.19
MCH4414,"Manne, Arora And Goel",5411,Grocery,Private Limited,Hyderabad,Telangana,2025-07-15,,Active,
MCH4811,Bhavsar-Seshadri,4814,Telecom,Private Limited,Ludhiana,Punjab,2023-08-25,2988135938,Active,388.63
MCH1267,Master-Tiwari,4814,Telecom,Private Limited,Lucknow,Uttar Pradesh,,,Inactive,1213.17
MCH6396,Mani-Puri,5999,Miscellaneous,Individual,Lucknow,Uttar Pradesh,2025-04-21,XXXX7558,Active,4113.97
MCH2607,Garg Plc,5812,Restaurants & Food,Individual,Hyderabad,Telangana,2023-01-31,,Active,3395.0
MCH7106,Mody-Mitter,5699,Apparel & Fashion,Individual,Bengaluru,Karnataka,2023-06-11,ZNDK0366125245871,Active,574.51
MCH3212,Merchant Llc,5999,Miscellaneous,Private Limited,Bengaluru,Karnataka,2023-07-06,9377229545,Active,980.37
MCH6293,Bora-Nigam,5311,Department Store,Partnership,Jalandhar,Punjab,,,Active,
MCH6162,"Naik, Kade And Singh",4131,Transportation,Partnership,Amritsar,Punjab,2025-03-21,XXXX4537,Active,2176.24
MCH7104,Kothari Llc,4814,Telecom,Partnership,Jalandhar,Punjab,2023-07-12,XXXX8714,Active,810.17
MCH2009,"Tiwari, Naidu And Muni",5699,Apparel & Fashion,Partnership,Pune,Maharashtra,2024-04-05,NVFX6549311428381,Active,732.0
MCH7513,Buch Inc,5812,Restaurants & Food,Individual,Kolkata,West Bengal,2024-09-02,MLTA1304721995984,Active,584.0
MCH7432,Sidhu-Aurora,5942,Books & Stationery,Sole Proprietor,Delhi,Delhi,,1656062042,Active,611.3
MCH9096,"Boase, Swaminathan And Yohannan",5999,Miscellaneous,Individual,Chennai,Tamil Nadu,2024-08-04,,Active,1547.45
MCH2241,Patla-Prabhakar,5942,Books & Stationery,Partnership,Kolkata,West Bengal,2026-01-15,,Active,868.0
MCH6198,Rana-Sabharwal,5311,Retail,Individual,Mumbai,Maharashtra,,,Active,410.5
MCH5611,"Bawa, Grewal And Chakrabarti",5311,Department Store,Partnership,Mumbai,Maharashtra,,,Active,764.0
MCH6026,Narayanan-Bhatt,5942,Books & Stationery,Partnership,Hyderabad,Telangana,2025-09-14,1281831300,Active,746.02
MCH7455,"Mody, Bhattacharyya And Palla",4814,Telecom,Individual,Delhi,Delhi,2024-04-11,XXXX4231,Active,113.99
MCH9541,"Grover, Bhatia And Tandon",,Restaurants & Food,Partnership,Lucknow,Uttar Pradesh,2025-07-02,,Active,2401.33
MCH6711,Loyal-Srinivasan,5411,Grocery,Partnership,Hyderabad,Telangana,2025-06-15,XXXX4153,Inactive,931.24
MCH5545,Parikh-Raja,5942,Books & Stationery,Sole Proprietor,Lucknow,Uttar Pradesh,2023-06-04,,Active,1144.37
MCH6928,Tata-Wagle,5912,Pharmacy,Partnership,Bengaluru,Karnataka,2023-12-31,RIXU6958241048195,Active,1008.0
MCH7523,"Sharaf, Chad And Prashad",5912,Medical,Sole Proprietor,Lucknow,Uttar Pradesh,2023-11-09,XXXX3383,Active,2848.66
MCH3619,"Mody, Sami And Batta",5999,Miscellaneous,Sole Proprietor,Kolkata,West Bengal,2026-01-27,7469875023,Inactive,3456.23
MCH4984,"Aurora, Mohan And Jain",4814,Telecom,Sole Proprietor,Jaipur,Rajasthan,2024-07-02,XXLT9593960471643,Active,
MCH2590,Goyal Group,7011,Hotel & Lodging,Individual,Delhi,Delhi,2025-06-22,XXXX8497,Active,531.43
MCH4200,Mahajan Group,5942,Books & Stationery,Sole Proprietor,Pune,Maharashtra,2024-05-21,XXXX4189,Active,839.74
MCH1815,Bhasin-Hans,5999,Miscellaneous,Private Limited,Hyderabad,Telangana,2025-05-10,,Active,789.34
MCH3253,Khatri-Krishnamurthy,5942,Books & Stationery,Partnership,Lucknow,Uttar Pradesh,2023-12-19,,Active,2086.58
MCH9715,Desai Plc,7011,Hotel & Lodging,Partnership,Kolkata,West Bengal,2023-01-10,5413889015,Inactive,547.82
MCH6210,Sem Group,5812,Restaurants & Food,Private Limited,Amritsar,Punjab,2024-01-03,,Active,2370.64
MCH1019,Iyer-Thaker,5699,Apparel & Fashion,Partnership,Kolkata,West Bengal,2025-05-23,XXXX9462,Active,
MCH1848,Acharya-Bail,5311,Retail,Partnership,Pune,Maharashtra,2025-09-05,3196162533,Active,3044.0
MCH6803,Babu-Aggarwal,5942,Books & Stationery,Partnership,Pune,Maharashtra,2025-05-24,KCIX8411550946242,Active,2653.94
MCH8410,Dugal And Sons,5942,Books & Stationery,Partnership,Bengaluru,Karnataka,,RLEB2720083934064,Active,853.16
MCH5144,Johal Ltd,7011,Hotel & Lodging,Sole Proprietor,Jalandhar,Punjab,2024-02-01,XXXX0257,Inactive,490.7
MCH5127,Sarkar-Vaidya,5699,Apparel & Fashion,Individual,Bengaluru,Karnataka,2023-11-23,,Active,465.12
MCH6775,La11 Gr0Up,5999,Miscellaneous,Private Limited,Chennai,Tamil Nadu,,WEWN8816151774902,Inactive,196.61
MCH6765,Konda-Mandal,4814,Telecom,Sole Proprietor,Mumbai,Maharashtra,2025-01-23,,Active,
MCH2003,Rajagopalan Inc,5311,Department Store,Individual,Pune,Maharashtra,2023-06-16,3428467704,Active,567.0
MCH1226,"Apte, Pingle And Pal",,Hotel & Lodging,Private Limited,Hyderabad,Telangana,2024-01-03,,Active,2290.0
MCH2914,Bassi-Varghese,5812,Restaurants & Food,Sole Proprietor,Hyderabad,Telangana,2025-01-01,VBYI2823908948465,Inactive,90.0
MCH7560,Chakraborty And Sons,,Department Store,Partnership,Pune,Maharashtra,,WVEJ5381131962008,Active,2097.03
MCH3324,"Thaman, Rajagopal And Borde",7011,Hotel & Lodging,Private Limited,Jalandhar,Punjab,2023-10-09,,Inactive,366.78
MCH4530,Kadakia Group,5942,Books & Stationery,Partnership,Jalandhar,Punjab,2023-10-26,9489296663,Active,
MCH3037,Wagle Ltd,5411,Grocery,Individual,Hyderabad,Telangana,2026-01-30,XXXX1382,Active,2391.24
MCH8927,Raj-Kala,5999,Miscellaneous,Individual,Delhi,Delhi,2024-04-22,XXXX1023,Active,261.67
MCH9395,Bhagat-Chana,5699,Apparel & Fashion,Private Limited,Jaipur,Rajasthan,2024-12-12,,Active,2768.73
MCH4937,Mand And Sons,5912,Pharmacy,Partnership,Kolkata,West Bengal,,FBXP3192759861569,Inactive,2054.97
MCH8765,"Kamdar, Sehgal And Tata",5411,Grocery,Partnership,Delhi,Delhi,2025-06-01,XXXX8883,Active,4863.17
MCH9074,Sa1Vi-Tata,7011,Hotel & Lodging,Partnership,Chennai,Tamil Nadu,2025-04-24,XXXX6816,Active,1227.0
MCH2438,Saxena-Sagar,5999,Miscellaneous,Sole Proprietor,Amritsar,Punjab,2025-06-21,TOND5392493573658,Active,1010.25
MCH7391,"Vora, Lad And Sekhon",5411,Grocery,Partnership,Pune,Maharashtra,2023-07-08,,Inactive,4971.16
MCH9969,Tiwari And Sons,5942,Books & Stationery,Private Limited,Ludhiana,Punjab,2023-01-15,3536281860,Inactive,1542.28
MCH7270,Subramanian Llc,7011,Hotel & Lodging,Private Limited,Amritsar,Punjab,2025-01-15,,Active,1469.96
MCH4244,Kade-Devan,5812,Hotel & Lodging,Sole Proprietor,Chennai,Tamil Nadu,2025-07-12,738245695,Active,1429.19
MCH8768,Kata-Bajwa,5999,Miscellaneous,Partnership,Chennai,Tamil Nadu,2023-09-16,7445884693,Active,1033.9
MCH8093,"Seth, Bassi And Raman",7011,Hotel & Lodging,Partnership,Hyderabad,Telangana,2024-05-15,XXXX3618,Active,1629.96
MCH8607,Dash-Dora,5411,Grocery,Private Limited,Delhi,Delhi,2023-01-29,XXXX9578,Active,3092.32
MCH2476,Choudhary-Borah,7011,Hotel & Lodging,Private Limited,Kolkata,West Bengal,2025-10-15,PXIN8486080746921,Active,1108.38
MCH6121,Madan Plc,5311,Retail,Private Limited,Bengaluru,Karnataka,2023-07-09,2257947989,Active,1208.86
MCH4517,"Madan, Gola And Srivastava",5812,Restaurants & Food,Sole Proprietor,Kolkata,West Bengal,2025-05-07,,Active,
MCH8176,Bala Plc,5311,Department Store,Sole Proprietor,Hyderabad,Telangana,,,Active,3488.0
MCH3682,"Upadhyay, Soni And Dhawan",4131,Transportation,Sole Proprietor,Chennai,Tamil Nadu,2025-09-16,XXXX0969,Inactive,3236.27
MCH5086,Balan Llc,5999,Miscellaneous,Private Limited,Amritsar,Punjab,2023-12-19,XXXX8174,Active,575.58
MCH5951,"Sahni, Gour And Sama",5311,Department Store,Private Limited,Pune,Maharashtra,2024-05-13,,Active,2353.06
MCH2741,"Wason, Jain And D’Alia",5942,Books & Stationery,Sole Proprietor,Ludhiana,Punjab,2024-03-23,KUJF0124670796240,On Hold,361.19
MCH3903,"Khare, Balasubramanian And Mital",5942,Books & Stationery,Sole Proprietor,Jaipur,Rajasthan,2024-08-25,7400031518,Active,3531.21
MCH1311,"Dugal, Munshi And Kunda",4814,Telecom,Individual,Jaipur,Rajasthan,2025-03-27,XXXX7230,Active,1605.92
MCH2743,Joshi Plc,,Pharmacy,Private Limited,Kolkata,West Bengal,2024-12-02,,Active,
MCH2698,Kalallc,7011,Hotel & Lodging,Individual,Lucknow,Uttar Pradesh,2023-08-19,YXNF3515433387898,Active,3590.19
MCH4092,Mukhopadhyay Group,5812,Restaurants & Food,Private Limited,Hyderabad,Telangana,2025-12-24,XXXX3479,Active,504.84
MCH8680,Bhatt-Toor,5311,Department Store,Private Limited,Jaipur,Rajasthan,2025-12-02,,Active,1399.6
MCH4656,"Verma,Sanghaandvora",5942,Books & Stationery,Private Limited,Delhi,Delhi,2024-02-07,,Active,431.25
MCH6246,Kota Inc,5699,Apparel & Fashion,Private Limited,Mumbai,Maharashtra,2023-09-17,NSCU9760012397000,Active,1586.1
MCH9774,Trivedi Group,5912,Pharmacy,Partnership,Jaipur,Rajasthan,2024-08-03,5443660478,Active,1811.0
MCH5100,Garde-Mody,5411,Grocery,Sole Proprietor,Hyderabad,Telangana,2023-02-12,HBWM0411273165352,Active,347.68
MCH3873,"Dugal, Thakur And Puri",7011,Hotel & Lodging,Private Limited,Jalandhar,Punjab,2023-07-02,,Active,1499.22
MCH1764,"K0H1I, Sa1Vi And Ch0Kshi",5699,Apparel & Fashion,Partnership,Amritsar,Punjab,2025-09-13,,Active,12860.85
MCH9594,Ben Group,5311,Department Store,Sole Proprietor,Jaipur,Rajasthan,2023-01-10,3846101369,Active,4070.31
MCH8489,Mand And Sons,7011,Hotel & Lodging,Individual,Pune,Maharashtra,2025-08-24,XXXX8251,Active,2744.11
MCH5874,Pandya Plc,7011,Hotel & Lodging,Partnership,Hyderabad,Telangana,,XXXX1960,Suspended,
MCH6650,Kuruvi11A-G01A,5942,Books & Stationery,Private Limited,Bengaluru,Karnataka,2024-07-16,XXXX4971,Inactive,2725.71
MCH2514,"Dua, Peri And Sani",5912,Telecom,Sole Proprietor,Kolkata,West Bengal,,VHRN8113044559744,Active,937.87
MCH6572,"Sawhney, Bala And Krish",7011,Hotel & Lodging,Individual,Hyderabad,Telangana,2024-06-08,XXXX3772,Inactive,874.21
MCH7449,"Brahmbhatt, Nagarajan And Kaul",5311,Department Store,Sole Proprietor,Amritsar,Punjab,,,Active,397.32
MCH4390,Ar0Ra Llc,5812,Restaurants & Food,Sole Proprietor,Hyderabad,Telangana,2025-07-06,XXXX2296,Active,1372.0
MCH5662,Kannan-Yogi,4131,Transportation,Individual,Chennai,Tamil Nadu,2025-08-01,,Active,1393.63
MCH5524,"Mangat, Sanghvi And Shah",5942,Books & Stationery,Partnership,Jalandhar,Punjab,2024-09-30,XXXX2255,Active,6188.2
MCH7246,Lata Ltd,5699,Apparel & Fashion,Partnership,Chennai,Tamil Nadu,2024-03-17,XXXX2358,Active,1315.04
MCH6729,Khatri And Sons,,Medical,Partnership,Chennai,Tamil Nadu,2023-01-07,TABO6915851442100,Active,
MCH9311,Sathe Group,5942,Books & Stationery,Private Limited,Ludhiana,Punjab,2025-05-31,,Active,595.82
MCH4812,Rai-Aurora,7011,Hotel & Lodging,Private Limited,Jaipur,Rajasthan,2025-07-09,IKZY9727785883400,Active,1732.91
MCH4447,"Sodhi, Dalal And Iyengar",5311,Department Store,Private Limited,Bengaluru,Karnataka,,XXXX0235,Active,208.51
MCH5091,Rau-Ratta,5812,Restaurants & Food,Partnership,Kolkata,West Bengal,2024-03-24,ZHRH0362265719965,Active,755.0
MCH5281,Rajagopalan Ltd,7011,Hotel & Lodging,Sole Proprietor,Bengaluru,Karnataka,2024-04-02,,Active,939.26
MCH1364,Ba1 Gr0Up,5942,Books & Stationery,Sole Proprietor,Lucknow,Uttar Pradesh,2025-02-21,,Active,
MCH4096,"Bhat, Kapoor And Borah",5999,Miscellaneous,Private Limited,Hyderabad,Telangana,2024-11-27,474814059,Active,2092.25
MCH9702,Ranganathan-Madan,7011,Hotel & Lodging,Individual,Hyderabad,Telangana,2025-04-10,RTHS3346421176187,Active,1980.13
MCH5813,Nair Inc,4814,Telecom,Sole Proprietor,Chennai,Tamil Nadu,,,Active,1408.29
MCH5950,Nath-Lad,5812,Restaurants & Food,Individual,Jalandhar,Punjab,2023-12-17,,Active,318.0
MCH8976,Prakash Plc,5699,Apparel & Fashion,Sole Proprietor,Jalandhar,Punjab,2023-02-15,YWYW3270588037167,Suspended,1358.57
MCH1774,"Sundaram, Dani And Mall",5942,Books & Stationery,Partnership,Lucknow,Uttar Pradesh,2024-08-23,XXXX1272,Active,10785.29
MCH6863,Mani Group,5311,Department Store,Individual,Jaipur,Rajasthan,2024-05-30,EJVY0425294699404,Active,2985.0
MCH3586,Dayal-Nagar,5411,Pharmacy,Partnership,Hyderabad,Telangana,2026-01-28,1143347480,Active,2093.13
MCH9834,Handa-Chaudhari,5411,Grocery,Private Limited,Lucknow,Uttar Pradesh,2025-04-27,XXXX0961,Active,3989.9
MCH4723,Kanda Ltd,5999,Miscellaneous,Individual,Chennai,Tamil Nadu,2024-08-27,XXXX1287,Active,649.83
MCH8811,Bobal Llc,5999,Miscellaneous,Partnership,Hyderabad,Telangana,2023-12-18,4729552126,Active,1645.76
MCH2047,Ghose-Kannan,5942,Books & Stationery,Sole Proprietor,Lucknow,Uttar Pradesh,2025-05-24,,Active,1609.08
MCH2308,Bhattacharyya Llc,5311,Department Store,Sole Proprietor,Jalandhar,Punjab,2023-10-14,,Inactive,4753.89
MCH9162,Shankar-Shah,5999,Miscellaneous,Private Limited,Bengaluru,Karnataka,2023-02-22,BRKF3158800571527,Active,
MCH5430,Thakkar And Sons,5699,Apparel & Fashion,Private Limited,Amritsar,Punjab,2023-01-19,,Inactive,4264.84
MCH7768,Sahota-Walia,4131,Transportation,Partnership,Delhi,Delhi,2025-06-19,,On Hold,1097.55
MCH6325,Mannan-Rattan,5311,Department Store,Private Limited,Kolkata,West Bengal,2023-12-29,XXXX9688,Active,1405.47
MCH7362,Kothari Plc,5942,Books & Stationery,Private Limited,Pune,Maharashtra,2026-02-11,XXXX4121,Active,478.42
MCH8060,Nayar-Ahluwalia,5812,Restaurants & Food,Private Limited,Pune,Maharashtra,2025-03-04,6259970343,Inactive,2824.32
MCH1032,Nori-Nigam,7011,Hotel & Lodging,Sole Proprietor,Pune,Maharashtra,2025-09-21,DXHQ1859405929058,Active,652.29
MCH3324,"Thaman, Rajagopal And Borde",7011,Hotel & Lodging,Private Limited,Jalandhar,Punjab,2023-10-09,,Suspended,366.78
MCH7763,"Choudhury, Mody And Tank",5912,Medical,Individual,Chennai,Tamil Nadu,2023-03-11,,Active,777.85
MCH4361,"Dugal, Barad And Nagi",5411,Grocery,Private Limited,Pune,Maharashtra,2025-10-27,XXXX1186,Active,4047.59
MCH1336,Tandon-Pant,5311,Department Store,Sole Proprietor,Jaipur,Rajasthan,2025-09-04,EOFD1587956050833,Active,991.0
MCH2487,"Virk, Ganguly And Saraf",5812,Restaurants & Food,Partnership,Bengaluru,Karnataka,2024-04-24,,Inactive,362.02
MCH5219,Pillay Group,4814,Telecom,Partnership,Jalandhar,Punjab,,XXXX0337,Active,834.97
MCH6308,Seshadri Llc,5699,Apparel & Fashion,Private Limited,Delhi,Delhi,2025-10-03,,Active,422.55
MCH6119,Hayerltd,5912,Pharmacy,Individual,Amritsar,Punjab,2025-12-11,,Active,1262.04
MCH4360,Khurana Ltd,5699,Apparel & Fashion,Partnership,Jaipur,Rajasthan,,7767895451,Active,507.91
MCH3334,Majumdar-Raja,4814,Telecom,Private Limited,Hyderabad,Telangana,2023-09-02,7204878806,Active,2941.2
MCH9879,Venkataraman-Tata,4814,Telecom,Individual,Ludhiana,Punjab,2024-01-04,5404250897,Inactive,2839.66
MCH3553,"Bajwa, Tata And Narula",5912,Medical,Private Limited,Lucknow,Uttar Pradesh,2023-01-02,7783034910,Active,
MCH3504,"Ram, Dora And Bhatti",5942,Books & Stationery,Individual,Pune,Maharashtra,2025-05-08,OOSJ0277155475198,Inactive,520.17
MCH3568,"Choudhury, Trivedi And Bhatnagar",5311,Department Store,Private Limited,Ludhiana,Punjab,2025-04-10,XXXX4927,Active,1208.3
MCH6721,Pradhan-Taneja,5411,Grocery,Individual,Bengaluru,Karnataka,,XXXX4118,Active,433.36
MCH3574,Sodhi-Shan,4131,Transportation,Partnership,Pune,Maharashtra,2025-05-31,YFPD1472473488670,Inactive,4407.0
MCH2015,Gulati Llc,4814,Telecom,Private Limited,Jaipur,Rajasthan,2023-06-22,,Active,17945.28
MCH2215,Maharaj-Kale,7011,Hotel & Lodging,Individual,Kolkata,West Bengal,2024-08-03,,Active,3526.35
MCH4725,Joshi Plc,5311,Department Store,Private Limited,Amritsar,Punjab,2023-05-23,UNBB3297911061225,Active,639.24
MCH7452,Vora-Gill,5999,Miscellaneous,Private Limited,Ludhiana,Punjab,2024-12-05,NKBN9107928248400,Active,254.79
MCH7118,Chaudhry Ltd,5311,Retail,Sole Proprietor,Hyderabad,Telangana,2025-05-15,XXXX9631,Active,6144.18
MCH8813,Dey-Dua,5812,Restaurants & Food,Partnership,Hyderabad,Telangana,2023-11-10,7101082372,Active,1432.39
MCH3698,"Prashad, Viswanathan And Sama",5311,Retail,Partnership,Amritsar,Punjab,2026-09-02,,Active,514.0
MCH4727,Dua-Mishra,5311,Department Store,Sole Proprietor,Pune,Maharashtra,2024-05-18,9730998246,Active,1242.0
MCH1526,Chowdhury And Sons,4814,Telecom,Sole Proprietor,Bengaluru,Karnataka,2023-07-14,HWTS1273017978357,Active,2697.93
MCH4463,"Choudhry, Sahni And Chaudhry",5699,Apparel & Fashion,Individual,Ludhiana,Punjab,2025-01-09,XXXX3118,Active,402.0
MCH1224,Setty-Sami,5942,Books & Stationery,Individual,Kolkata,West Bengal,2023-09-02,7626814027,Active,609.48
MCH1747,"Vig, Cherian And Ch0Udhury",5999,Miscellaneous,Individual,Delhi,Delhi,2025-08-22,,Active,1469.56
MCH4022,"Kade, Sethi And Balakrishnan",4131,Grocery,Sole Proprietor,Ludhiana,Punjab,2025-03-27,XXXX9200,Active,
MCH8068,Narula-Nadkarni,4131,Transportation,Private Limited,Bengaluru,Karnataka,2025-06-08,ATPT6936183619498,Active,
MCH4185,Khanna And S0Ns,5942,Books & Stationery,Private Limited,Pune,Maharashtra,2025-12-24,,Active,1148.06
MCH6563,Naik Plc,4131,Travel,Individual,Jalandhar,Punjab,2025-04-04,,Active,1376.0
MCH2550,Misra-Natarajan,,Transportation,Individual,Ludhiana,Punjab,2023-02-06,7951076714,Active,1549.99
MCH2556,"Zachariah, Manne And Bedi",5942,Books & Stationery,Partnership,Kolkata,West Bengal,2024-10-05,8663284555,Active,1248.82
MCH2592,"Garg, Saha And Sampath",5999,Miscellaneous,Private Limited,Hyderabad,Telangana,2024-03-28,,Active,3945.98
MCH7967,Chandran Inc,5912,Pharmacy,Individual,Bengaluru,Karnataka,2025-06-19,,Active,
MCH8436,Sangha Plc,5942,Books & Stationery,Private Limited,Hyderabad,Telangana,2025-08-16,,Active,
MCH8326,"Bassi, Lalla And Sastry",5411,Grocery,Individual,Amritsar,Punjab,2025-12-30,XXXX1031,Active,1031.0
MCH7629,Taneja-Vyas,5999,Miscellaneous,Individual,Pune,Maharashtra,2023-01-01,70872652,Active,1413.56
MCH2144,Choudhary-Kashyap,5942,Books & Stationery,Partnership,Ludhiana,Punjab,2024-08-13,XXXX3571,Active,350.72
MCH7077,Raman And Sons,5942,Books & Stationery,Partnership,Chennai,Tamil Nadu,2023-07-12,YGME2321336279700,Active,359.0
MCH7034,Deol Llc,5942,Books & Stationery,Individual,Pune,Maharashtra,2026-01-27,,Active,856.21
MCH1954,"Kunda, Kata And Shetty",7011,Telecom,Individual,Pune,Maharashtra,2025-10-19,79661036,Active,923.81
MCH9414,Banik-Garde,5812,Restaurants & Food,Individual,Jalandhar,Punjab,2025-01-16,VESW9193556812149,Active,942.13
MCH8450,Singhal Llc,,Miscellaneous,Private Limited,Jaipur,Rajasthan,2023-07-18,HPUX4362247724149,Active,2472.47
MCH6843,Tata-Borah,7011,Books & Stationery,Sole Proprietor,Mumbai,Maharashtra,2023-04-25,,Active,395.55
MCH4474,Ram Ltd,4814,Telecom,Partnership,Jalandhar,Punjab,2024-07-13,,Active,1082.17
